Symbol,Name,Exchange,Sector,Market Cap
ET,Energy Transfer LP,NYSE,Oils-Energy,38729476000
CHRW,C.H. Robinson Ww,NASDAQ,Transportation,11796795000
CTIC,Cti Biopharm Corp,NASDAQ,Medical,763902000
WDFC,W D 40 Company,NASDAQ,Consumer Staples,2274649000
BKH,Black Hills Corp,NYSE,Utilities,4661537000
FBP,First Bancorp,NYSE,Finance,2839332000
EVRG,Evergy Inc,NYSE,Oils-Energy,13590826000
MPWR,Monolithic Power Sys,NASDAQ,Computers and Technology,17929966000
ALTG,Alta Equipment Group Inc,NYSE,Industrial Products,387616000
BABA,Alibaba Group Holding ADR,NYSE,Retail-Wholesale,2.31871E+11
MRO,Marathon Oil Corp,NYSE,Oils-Energy,19452132000
VVX,V2X Inc,NYSE,Business Services,1231131000
SBCF,Seacoast Banking Cp,NASDAQ,Finance,2111414000
CLS,Celestica Inc,NYSE,Computers and Technology,1368662000
JKS,Jinkosolar Holding Company ADR,NYSE,Oils-Energy,2570359000
ACAD,Acadia Pharmaceutica,NASDAQ,Medical,2522885000
PLYM,Plymouth Industrial REIT Inc,NYSE,Finance,886974000
REGN,Regeneron Pharmaceuticals,NASDAQ,Medical,81861632000
RRBI,Red River Bancshares Inc,NASDAQ,Finance,377154000
HMC,Honda Motor Company ADR,NYSE,Auto-Tires-Trucks,41909700000
NVR,NVR Inc,NYSE,Construction,14825765000
RBB,Rbb Bancorp,NASDAQ,Finance,427379000
CME,CME Group Inc,NASDAQ,Finance,63491992000
NAVI,Navient Cp,NASDAQ,Finance,2247124000
INVZ,Innoviz Technologies Ltd,NASDAQ,Auto-Tires-Trucks,729300000
FMC,FMC Corp,NYSE,Basic Materials,16456199000
ARCT,Arcturus Therapeutics Ltd,NASDAQ,Medical,488531000
OGE,Oge Energy Corp,NYSE,Utilities,8100213000
VAL,Valaris Ltd,NYSE,Oils-Energy,4962566000
UDR,United Dominion Realty Trust,NYSE,Finance,13500226000
CURV,Torrid Holdings Inc,NYSE,Retail-Wholesale,420697000
FLWS,1-800-Flowers.com,NASDAQ,Retail-Wholesale,545992000
WERN,Werner Enterprise,NASDAQ,Transportation,2779624000
BURL,Burlington Stores Inc,NYSE,Retail-Wholesale,12826039000
CVS,CVS Corp,NYSE,Retail-Wholesale,1.33867E+11
NLY,Annaly Capital Management Inc,NYSE,Finance,10138656000
ARQQ,Arqit Quantum Inc,NASDAQ,Business Services,916157000
PRLB,Proto Labs Inc,NYSE,Industrial Products,719143000
ATLC,Atlanticus Holdings Cp,NASDAQ,Finance,416016000
SJI,South Jersey Industries,NYSE,Utilities,4247523000
MLTX,Moonlake Immunotherapeutics,NASDAQ,Medical,523321000
EXPI,Exp Realty International,NASDAQ,Finance,1995815000
CERT,Certara Inc,NASDAQ,Medical,2711248000
NCNO,Ncino Inc,NASDAQ,Computers and Technology,2895428000
GATX,GATX Corp,NYSE,Transportation,3968800000
WK,Workiva Llc,NYSE,Computers and Technology,4233267000
AI,C3.Ai Inc Cl A,NYSE,Computers and Technology,1411351000
MMP,Magellan Midstream Partners LP,NYSE,Oils-Energy,10800128000
MSTR,Microstrategy Cl A,NASDAQ,Computers and Technology,2241981000
CATC,Cambridge Bancorp,NASDAQ,Finance,693133000
HLX,Helix Energy Solutions Group,NYSE,Oils-Energy,968618000
PTC,Ptc Inc,NASDAQ,Computers and Technology,14943612000
CSV,Carriage Services,NYSE,Consumer Staples,370082000
FBK,Fb Financial Corp,NYSE,Finance,2009074000
RDFN,Redfin Corp,NASDAQ,Finance,582895000
ONON,On Holding Ag Cl A,NYSE,Consumer Discretionary,12085086000
RCII,Rent-A-Center Inc,NASDAQ,Consumer Discretionary,1341090000
VALN,Valneva Se ADR,NASDAQ,Medical,884774000
TLK,P.T. Telekomunikasi Indonesia Tbk ADR,NYSE,Utilities,22947798000
HCAT,Health Catalyst Inc,NASDAQ,Medical,573790000
PINC,Premier Inc Cl A,NASDAQ,Medical,3960713000
ESS,Essex Property Trust,NYSE,Finance,14270485000
EW,Edwards Lifesciences Corp,NYSE,Medical,47760584000
OMCL,Omnicell Inc,NASDAQ,Medical,2285756000
WCC,Wesco International,NYSE,Computers and Technology,6554809000
GPS,Gap Inc,NYSE,Retail-Wholesale,5288155000
BFAM,Bright Horizons Family Solutions Inc,NYSE,Consumer Discretionary,4285050000
SBAC,SBA Communications,NASDAQ,Finance,32314222000
RGC,Regencell Bioscience Holdings Ltd,NASDAQ,Medical,391902000
MORN,Morningstar Inc,NASDAQ,Business Services,10404786000
BRK.A,Berkshire Hathaway Cl A,NYSE,Finance,7.03514E+11
ADNT,Adient Plc,NYSE,Auto-Tires-Trucks,3693770000
OSUR,Orasure Tech Inc,NASDAQ,Medical,366015000
CRI,Carter's Inc,NYSE,Consumer Staples,2787352000
SUI,Sun Communities,NYSE,Finance,18199438000
EVGO,Evgo Inc,NASDAQ,Auto-Tires-Trucks,1697018000
TECH,Bio-Techne Cp,NASDAQ,Medical,13340710000
KO,Coca-Cola Company,NYSE,Consumer Staples,2.75082E+11
SPG,Simon Property Group,NYSE,Finance,39051388000
JXN,Jackson Financial Inc Cl A,NYSE,Finance,3101432000
HASI,Hannon Armstrong Sustainable IN,NYSE,Finance,2886478000
LTRPB,Liberty Tripadv B,NASDAQ,Computers and Technology,1988238000
PSX,Phillips 66,NYSE,Oils-Energy,51252216000
MTB,M&T Bank Corp,NYSE,Finance,29347664000
NN,Nextnav Inc,NASDAQ,Business Services,350003000
VTRU,Vitru Ltd,NASDAQ,Consumer Discretionary,679362000
MTRN,Materion Corp,NYSE,Basic Materials,1653735000
CINC,Cincor Pharma Inc,NASDAQ,Medical,516415000
ZIP,Ziprecruiter Inc Cl A,NYSE,Business Services,1824680000
BAC,Bank of America Corp,NYSE,Finance,3.03649E+11
CMA,Comerica Inc,NYSE,Finance,9394496000
DNN,Denison Mines Corp,NYSE Arca,Basic Materials,998619000
BTU,Peabody Energy Corp,NYSE,Oils-Energy,4596166000
AUDC,Audiocodes Ltd,NASDAQ,Computers and Technology,607411000
MNTK,Montauk Renewables Inc,NASDAQ,Oils-Energy,1733300000
DAVA,Endava Plc ADR,NYSE,Computers and Technology,4274127000
JNJ,Johnson & Johnson,NYSE,Medical,4.65378E+11
AMSWA,Amer Software Inc,NASDAQ,Computers and Technology,499052000
DOYU,Douyu International Holdings Ltd ADR,NASDAQ,Consumer Discretionary,415904000
XPOF,Xponential Fitness Inc Cl A,NYSE,Consumer Discretionary,1089709000
H,Hyatt Hotels Corp,NYSE,Consumer Discretionary,10746179000
DK,Delek US Holdings,NYSE,Oils-Energy,2159058000
SSU,Signa Sports United N.V.,NYSE,Retail-Wholesale,1925389000
UVSP,Univest Corp of Penn,NASDAQ,Finance,824917000
ROG,Rogers Corp,NYSE,Computers and Technology,2051261000
NRDY,Nerdy Inc,NYSE,Consumer Discretionary,338706000
JHX,James Hardie Industries Se ADR,NYSE,Construction,8846252000
MSPR,Msp Recovery Inc,NASDAQ,Medical,3577043000
DVN,Devon Energy Corp,NYSE,Oils-Energy,44791524000
DLX,Deluxe Corp,NYSE,Business Services,834250000
LFST,Lifestance Health Group Inc,NASDAQ,Medical,1913769000
FULC,Fulcrum Therapeutics Inc,NASDAQ,Medical,356549000
NOVA,Sunnova Energy International,NYSE,Oils-Energy,2623395000
ACLX,Arcellx Inc,NASDAQ,Medical,873751000
IAA,Iaa Inc,NYSE,Auto-Tires-Trucks,4998797000
ARW,Arrow Electronics,NYSE,Computers and Technology,6688379000
CRMT,America's Car-Mart,NASDAQ,Retail-Wholesale,463306000
RADI,Radius Global Infrastructure Inc,NASDAQ,Finance,1206295000
MFC,Manulife Financial Corp,NYSE,Finance,33961976000
LEVI,Levi Strauss & Co. Cl A,NYSE,Retail-Wholesale,6519317000
TGAN,Transphorm Inc,NASDAQ,Computers and Technology,325697000
UVE,Universal Insurance Holdings Inc,NYSE,Finance,335338000
KMPR,Kemper Corp,NYSE,Finance,3636334000
CCCS,CCC Intelligent Solutions Hldgs Inc,NYSE,Finance,5710541000
WAL,Western Alliance Bancorp,NYSE,Finance,7464829000
SBGI,Sinclair Brdcst A,NASDAQ,Consumer Discretionary,1292258000
HVT.A,Haverty Furn Cl A SC,NYSE,Retail-Wholesale,490649000
AURA,Aura Biosciences Inc,NASDAQ,Medical,418904000
INSE,Inspired Entertainment Inc,NASDAQ,Business Services,316612000
BUD,Anheuser-Busch Inbev S.A. ADR,NYSE,Consumer Staples,1.16602E+11
APPN,Appian Corp Cl A,NASDAQ,Computers and Technology,2755273000
BNFT,Benefitfocus,NASDAQ,Computers and Technology,356946000
WEC,Wisconsin Energy Corp,NYSE,Utilities,31272224000
PATH,Uipath Inc Cl A,NYSE,Business Services,6792808000
BBWI,Bath & Body Works Inc,NYSE,Retail-Wholesale,9705895000
WTI,W&T Offshore,NYSE,Oils-Energy,983523000
CGBD,Carlyle Secured Lending Inc,NASDAQ,Finance,737587000
ARR,Armour Residential R,NYSE,Finance,776983000
NVAX,Novavax Inc,NASDAQ,Medical,1294531000
WWW,Wolverine World Wide,NYSE,Consumer Staples,882056000
CYBR,Cyberark Soft Ord,NASDAQ,Computers and Technology,6069533000
DLO,Dlocal Ltd Cl A,NASDAQ,Business Services,4307409000
BYD,Boyd Gaming Corp,NYSE,Consumer Discretionary,6401319000
SYNH,Syneos Health Inc,NASDAQ,Medical,3630453000
PRPL,Purple Innovation Inc,NASDAQ,Consumer Staples,463731000
MEI,Methode Electronics,NYSE,Computers and Technology,1670701000
CIG,Comp En DE MN Cemig ADR,NYSE,Utilities,4821003000
DTE,Dte Energy Company,NYSE,Utilities,22476010000
AMPY,Amplify Energy Corp,NYSE,Oils-Energy,318308000
AMH,American Homes 4 Rent,NYSE,Finance,11688426000
PACB,Pacific Biosciences,NASDAQ,Medical,2430672000
CPT,Camden Property Trust,NYSE,Finance,12818514000
IRBT,Irobot Corp,NASDAQ,Computers and Technology,1424713000
BSRR,Sierra Bancorp,NASDAQ,Finance,326526000
WDH,Waterdrop Inc ADR,NYSE,Business Services,6345436000
VECO,Veeco Instrument,NASDAQ,Computers and Technology,1022329000
YMM,Full Truck Alliance Co. Ltd ADR,NYSE,Business Services,9262266000
BLD,Topbuild Corp,NYSE,Construction,4926246000
MRC,Mrc Global Inc,NYSE,Basic Materials,983242000
HCSG,Healthcare Svcs Gp,NASDAQ,Business Services,1033527000
HE,Hawaiian Electric Industries,NYSE,Utilities,4497028000
PETQ,Petiq Inc Cl A,NASDAQ,Medical,346913000
VIPS,Vipshop Holdings Ltd ADR,NYSE,Computers and Technology,7570471000
BOOT,Boot Barn Holdings Inc,NYSE,Retail-Wholesale,2007771000
GPRE,Green Plains Inc,NASDAQ,Basic Materials,2049235000
SPT,Sprout Social Inc Cl A,NASDAQ,Computers and Technology,3251894000
AGTI,Agiliti Inc,NYSE,Medical,2201410000
EFC,Ellington Financial Llc,NYSE,Finance,824388000
VINP,Vinci Partners Investments Ltd Cl A,NASDAQ,Finance,554605000
BEKE,Ke Holdings Inc ADR,NYSE,Finance,20155510000
ESTA,Establishment Labs Holdings Inc,NASDAQ,Medical,1552045000
SBOW,Silverbow Resources Inc,NYSE,Oils-Energy,778842000
TFSL,Tfs Financial Corp,NASDAQ,Finance,3827569000
WHD,Cactus Inc Cl A,NYSE,Oils-Energy,4127004000
NKTX,Nkarta Inc,NASDAQ,Medical,413943000
CCAP,Crescent Capital Bdc Inc,NASDAQ,Finance,431800000
SKX,Skechers U.S.A.,NYSE,Consumer Staples,6540608000
UNVR,Univar Inc,NYSE,Basic Materials,5405690000
FA,First Advantage Corp,NASDAQ,Business Services,2020669000
AY,Atlantica Yield Plc,NASDAQ,Oils-Energy,3136044000
NEXT,Nextdecade Corp,NASDAQ,Oils-Energy,784048000
TMO,Thermo Fisher Scientific Inc,NYSE,Medical,2.19716E+11
SRAD,Sportradar Group Ag Cl A,NASDAQ,Consumer Discretionary,12734475000
CALT,Calliditas Therapeutics Ab ADR,NASDAQ,Medical,537450000
OLPX,Olaplex Holdings Inc,NASDAQ,Consumer Staples,3875611000
KNTK,Kinetik Holdings Inc,NYSE,Oils-Energy,4674089000
CPK,Chesapeake Utilities Corp,NYSE,Utilities,2124129000
CIO,City Office REIT Inc,NYSE,Finance,392821000
RAMP,Liveramp Holdings Inc,NYSE,Business Services,1459813000
AEE,Ameren Corp,NYSE,Utilities,23091184000
MPLX,Mplx LP,NYSE,Oils-Energy,34100232000
TRTX,Tpg Re Finance Trust Inc,NYSE,Finance,573586000
ITRI,Itron Inc,NASDAQ,Computers and Technology,2402566000
D,Dominion Resources,NYSE,Utilities,50921436000
DNUT,Krispy Kreme Inc,NASDAQ,Consumer Staples,2581740000
HOLI,Hollysys Automation,NASDAQ,Computers and Technology,1054933000
CPE,Callon Petroleum Company,NYSE,Oils-Energy,2582649000
PANW,Palo Alto Networks Inc,NASDAQ,Computers and Technology,51037104000
EWBC,East West Bancorp,NASDAQ,Finance,9895889000
EQT,Eqt Corp,NYSE,Oils-Energy,15566420000
SKIN,The Beauty Health CO,NASDAQ,Medical,1539411000
BLDP,Ballard Power Sys,NASDAQ,Computers and Technology,1819752000
TPB,Turning Point Brands,NYSE,Consumer Staples,386759000
FTCH,Farfetch Ltd Cl A,NYSE,Retail-Wholesale,3236639000
ALKS,Alkermes Plc,NASDAQ,Medical,4071651000
STAG,Stag Industrial Inc,NYSE,Finance,5897999000
OGI,Organigram Hlds Inc,NASDAQ,Medical,323229000
TGH,Textainer Group Holdings,NYSE,Transportation,1512844000
ICPT,Intercept Pharmaceuticals,NASDAQ,Medical,617527000
BRC,Brady Corp,NYSE,Industrial Products,2391120000
ABNB,Airbnb Inc Cl A,NASDAQ,Computers and Technology,65612392000
HCI,Homeowners Choice,NYSE,Finance,327687000
SKIN,The Beauty Health CO,NASDAQ,Medical,1539411000
BLDP,Ballard Power Sys,NASDAQ,Computers and Technology,1819752000
ALKS,Alkermes Plc,NASDAQ,Medical,4071651000
TPB,Turning Point Brands,NYSE,Consumer Staples,386759000
BRC,Brady Corp,NYSE,Industrial Products,2391120000
MAA,Mid-America Apartment Communities,NYSE,Finance,19039846000
STAG,Stag Industrial Inc,NYSE,Finance,5897999000
TGH,Textainer Group Holdings,NYSE,Transportation,1512844000
ABNB,Airbnb Inc Cl A,NASDAQ,Computers and Technology,65612392000
MXL,Maxlinear Inc,NASDAQ,Computers and Technology,2875516000
FTNT,Fortinet Inc,NASDAQ,Computers and Technology,41530508000
PBT,Permian Basin Royalty Trust,NYSE,Oils-Energy,948959000
VTYX,Ventyx Biosciences Inc,NASDAQ,Medical,1641907000
AGNC,Agnc Investment Corp,NASDAQ,Finance,5710504000
TMHC,Taylor Morrison Home Corp,NYSE,Construction,3292665000
FTCH,Farfetch Ltd Cl A,NYSE,Retail-Wholesale,3236639000
SPR,Spirit Aerosystems Holdings,NYSE,Aerospace,2758707000
DIS,Walt Disney Company,NYSE,Consumer Discretionary,1.78423E+11
QCOM,Qualcomm Inc,NASDAQ,Computers and Technology,1.41795E+11
OGI,Organigram Hlds Inc,NASDAQ,Medical,323229000
FDUS,Fidus Investment Cor,NASDAQ,Finance,494849000
ICPT,Intercept Pharmaceuticals,NASDAQ,Medical,617527000
AL,Air Lease Corp Cl A,NYSE,Transportation,4282649000
FCEL,Fuelcell Energy Inc,NASDAQ,Oils-Energy,1403248000
ALX,Alexander's Inc,NYSE,Finance,1248067000
ICLR,Icon Plc,NASDAQ,Medical,17534660000
HCI,Homeowners Choice,NYSE,Finance,327687000
GIIX,Gores Holdings ViII Inc Cl A,NASDAQ,Basic Materials,429094000
DCP,Dcp Midstream LP,NYSE,Oils-Energy,8198338000
EQC,Equity Commonwealth,NYSE,Finance,2964405000
RCL,Royal Caribbean Cruises Ltd,NYSE,Consumer Discretionary,15293058000
MIRM,Mirum Pharmaceuticals Inc,NASDAQ,Medical,687625000
DUK,Duke Energy Corp,NYSE,Utilities,76952392000
CVLT,Commvault Systems,NASDAQ,Computers and Technology,2939112000
GBDC,Golub Capital Bdc,NASDAQ,Finance,2392544000
AVNS,Avanos Medical Inc,NYSE,Medical,1250796000
EOG,Eog Resources,NYSE,Oils-Energy,83368256000
BRCC,Brc Inc Cl A,NYSE,Consumer Staples,1292632000
CGNX,Cognex Cp,NASDAQ,Computers and Technology,8608455000
PRME,Prime Medicine Inc,NASDAQ,Medical,1621636000
NTAP,Netapp Inc,NASDAQ,Computers and Technology,14696115000
HTZ,Hertz Global Holdings Inc,NASDAQ,Transportation,5743975000
BRBR,Bellring Brands Inc Cl A,NYSE,Medical,3372440000
EIX,Edison International,NYSE,Utilities,25455790000
ALL,Allstate Corp,NYSE,Finance,35511616000
THG,The Hanover Insurance Group,NYSE,Finance,5238283000
AMBA,Ambarella Inc,NASDAQ,Computers and Technology,2850540000
ZION,Zions Bancorp,NASDAQ,Finance,7753205000
SQM,Sociedad Quimica Y Minera S.A. ADR,NYSE,Basic Materials,28323864000
SMWB,Similarweb Ltd,NYSE,Computers and Technology,380355000
BLCO,Bausch & Lomb Corp,NYSE,Medical,5295515000
CRL,Charles River Laboratories Intl,NYSE,Medical,11629414000
TTD,Trade Desk Inc,NASDAQ,Computers and Technology,25523102000
WD,Walker & Dunlop,NYSE,Finance,2948302000
CDXS,Codexis Inc,NASDAQ,Medical,359308000
APPS,Digital Turbine,NASDAQ,Computers and Technology,1808050000
BROS,Dutch Bros Inc Cl A,NYSE,Consumer Staples,1718718000
FTDR,Frontdoor Inc,NASDAQ,Construction,1904491000
GWH,Ess Tech Inc,NYSE,Computers and Technology,493494000
JD,Jd.com Inc ADR,NASDAQ,Retail-Wholesale,77067608000
KTOS,Kratos Defns,NASDAQ,Aerospace,1199111000
SUMO,Sumo Logic Inc,NASDAQ,Computers and Technology,900957000
PETS,Petmed Express Inc,NASDAQ,Retail-Wholesale,417305000
INDI,Indie Semiconductor Cl A,NASDAQ,Computers and Technology,1198307000
SJT,San Juan Basin Royalty Trust,NYSE,Oils-Energy,542529000
VSAT,Viasat Inc,NASDAQ,Computers and Technology,2576761000
PG,Procter & Gamble Company,NYSE,Consumer Staples,3.55821E+11
RDY,Dr. Reddy's Laboratories Ltd ADR,NYSE,Medical,9375615000
GEN,Gen Digital Inc,NASDAQ,Business Services,14955225000
BHIL,Benson Hill Inc,NYSE,Consumer Staples,639603000
CNTA,Centessa Pharmaceuticals Plc ADR,NASDAQ,Medical,378384000
CHEF,The Chefs Warehouse,NASDAQ,Consumer Staples,1486790000
RBOT,Vicarious Surgical Inc,NYSE,Medical,428295000
KSS,Kohl's Corp,NYSE,Retail-Wholesale,3741747000
MESO,Mesoblast Ltd ADR,NASDAQ,Medical,545469000
CRM,Salesforce Inc,NYSE,Computers and Technology,1.6025E+11
AMTB,Mercantil Bank Holding Cl A,NASDAQ,Finance,994982000
CHRD,Chord Energy Corp,NASDAQ,Oils-Energy,6346162000
NRDS,Nerdwallet Inc Cl A,NASDAQ,Finance,944042000
GETY,Getty Images Holdings Inc Cl A,NYSE,Computers and Technology,2317306000
GLW,Corning Inc,NYSE,Computers and Technology,28867530000
AZZ,Azz Inc,NYSE,Industrial Products,1035005000
GAIN,Gladstone Investment,NASDAQ,Finance,464958000
HL,Hecla Mining Company,NYSE,Basic Materials,3304177000
RVLV,Revolve Group Inc,NYSE,Retail-Wholesale,1937537000
VEON,Veon Ltd ADR,NASDAQ,Utilities,1049476000
JOBY,Joby Aviation Inc,NYSE,Transportation,2511412000
BIGC,Bigcommerce Holdings Inc,NASDAQ,Retail-Wholesale,636604000
UNTY,Unity Bancorp Inc,NASDAQ,Finance,300638000
BEDU,Bright Scholar Education Holdings Ltd ADR,NYSE,Consumer Discretionary,305132000
AVAV,Aerovironment Inc,NASDAQ,Aerospace,2298738000
GTE,Gran Tierra Energy Inc,NYSE Arca,Oils-Energy,438990000
PRU,Prudential Financial Inc,NYSE,Finance,40187160000
CAMT,Camtek Ltd,NASDAQ,Computers and Technology,1082550000
MED,Medifast Inc,NYSE,Consumer Staples,1377349000
AGX,Argan Inc,NYSE,Construction,526897000
ORGO,Organogenesis Holdings Inc,NASDAQ,Medical,358707000
CISO,Cerberus Cyber Sentinel Corp,NASDAQ,Industrial Products,425456000
INVA,Innoviva Inc,NASDAQ,Medical,916251000
LBRT,Liberty Energy Inc,NYSE,Oils-Energy,3016477000
TRQ,Turquoise Hill Resources Ltd,NYSE,Basic Materials,6332740000
GPN,Global Payments Inc,NYSE,Business Services,28062216000
JMSB,John Marshall Bk Fal,NASDAQ,Finance,407641000
NR,Newpark Resources,NYSE,Oils-Energy,377128000
SLI,Standard Lithium Ltd,NYSE Arca,Oils-Energy,732829000
XRX,Xerox Corp,NASDAQ,Industrial Products,2537885000
RES,RPC Inc,NYSE,Oils-Energy,2006003000
NFG,National Fuel Gas Company,NYSE,Utilities,6059052000
LPI,Laredo Petroleum Holdings Inc,NYSE,Oils-Energy,1073237000
FCUV,Focus Universal Inc,NASDAQ,Computers and Technology,477230000
TRVG,Trivago NV ADR,NASDAQ,Computers and Technology,498547000
GHG,Greentree Hospitality Group Ltd ADR,NYSE,Consumer Discretionary,320486000
NOG,Northern Oil and Gas,NYSE,Oils-Energy,2833762000
USAC,USA Compression Partners LP,NYSE,Oils-Energy,1800168000
GLP,Global Partners LP,NYSE,Oils-Energy,1111492000
VLO,Valero Energy Corp,NYSE,Oils-Energy,51513584000
KLAC,K L A-Tencor Corp,NASDAQ,Computers and Technology,55716432000
KAMN,Kaman Corp,NYSE,Aerospace,570747000
SM,Sm Energy Company,NYSE,Oils-Energy,5293735000
GOOS,Canada Goose Holdings Inc,NYSE,Retail-Wholesale,1976066000
ATSG,Air Transport,NASDAQ,Transportation,2039293000
TXN,Texas Instruments,NASDAQ,Computers and Technology,1.6378E+11
NOA,North American Construction Group Ltd,NYSE,Construction,383331000
SBR,Sabine Royalty Trust,NYSE,Oils-Energy,1167924000
PTRA,Proterra Inc,NASDAQ,Auto-Tires-Trucks,1249270000
VHI,Valhi Inc,NYSE,Basic Materials,629490000
HESM,Hess Midstream Partners LP,NYSE,Oils-Energy,1374214000
SEDG,Solaredge Tech,NASDAQ,Oils-Energy,16704779000
BZUN,Baozun Inc ADR,NASDAQ,Computers and Technology,302055000
PRCT,Procept Biorobotics Corp,NASDAQ,Medical,1918488000
IOSP,Innospec Inc,NASDAQ,Basic Materials,2746190000
CVE,Cenovus Energy Inc,NYSE,Oils-Energy,38165072000
CTLT,Catalent Inc,NYSE,Medical,9021596000
ZEUS,Olympic Steel Inc,NASDAQ,Basic Materials,390552000
DRH,Diamondrock Hospitality Company,NYSE,Finance,1984786000
MLNK,Meridianlink Inc,NYSE,Business Services,1187876000
LU,Lufax Holding Ltd ADR,NYSE,Finance,4251612000
MLKN,Millerknoll Inc,NASDAQ,Computers and Technology,1540607000
CZR,Caesars Entertainment Inc,NASDAQ,Consumer Discretionary,10902099000
SABR,Sabre Corp,NASDAQ,Computers and Technology,2006286000
NEWP,New Pacific Metals Corp,NYSE Arca,Basic Materials,325984000
ELS,Equity Lifestyle Properties,NYSE,Finance,12361491000
HUBS,Hubspot Inc,NYSE,Computers and Technology,14719985000
SIG,Signet Jewelers Ltd,NYSE,Retail-Wholesale,3005925000
KIND,Nextdoor Holdings Inc.,NYSE,Computers and Technology,831517000
HT,Hersha Hospitality Trust,NYSE,Finance,381810000
W,Wayfair Inc,NYSE,Retail-Wholesale,3924950000
AN,Autonation Inc,NYSE,Retail-Wholesale,6142466000
SITE,Siteone Landscape Supply,NYSE,Industrial Products,5661780000
NET,Cloudflare Inc Cl A,NYSE,Computers and Technology,16148632000
MCB,Metropolitan Bank Holding Corp,NYSE,Finance,694619000
TBK,Triumph Bancorp,NASDAQ,Finance,1462029000
TRMB,Trimble Navigation,NASDAQ,Computers and Technology,14735844000
MKC.V,Mccormick & Co. Inc,NYSE,Consumer Staples,22529388000
PDS,Precision Drilling Corp,NYSE,Oils-Energy,1078171000
LH,Laboratory Corp of America Holdings,NYSE,Medical,21326018000
DOLE,Dole Plc,NYSE,Consumer Staples,958920000
IBTX,Independent Bank Group,NASDAQ,Finance,2716464000
VTOL,Bristow Group Inc,NYSE,Transportation,728416000
DBI,Designer Brands Inc,NYSE,Retail-Wholesale,982780000
PKI,Perkinelmer,NYSE,Computers and Technology,17637278000
RNW,Renew Energy Global Plc Cl A,NASDAQ,Oils-Energy,2433057000
PAGS,Pagseguro Digital Ltd Cl A,NYSE,Business Services,3470772000
LNT,Alliant Energy Corp,NASDAQ,Utilities,14132539000
ANGI,Angi Inc,NASDAQ,Computers and Technology,1124970000
PTEN,Patterson-Uti Energy,NASDAQ,Oils-Energy,3891955000
GPOR,Gulfport Energy Corp,NYSE,Oils-Energy,1562766000
TNGX,Tango Therapeutics Inc,NASDAQ,Medical,662209000
GTN.A,Gray Television Inc Cl A,NYSE,Consumer Discretionary,1047308000
COCO,The Vita Coco Company Inc,NASDAQ,Consumer Staples,662140000
HD,Home Depot,NYSE,Retail-Wholesale,3.31677E+11
PPL,PPL Corp,NYSE,Utilities,21736108000
RSKD,Riskified Ltd Cl A,NYSE,Computers and Technology,813350000
DADA,Dada Nexus Ltd ADR,NASDAQ,Business Services,1592320000
NHC,National Healthcare Corp,NYSE Arca,Medical,945804000
SST,System1 Inc,NYSE,Business Services,478315000
KELYB,Kelly Services Inc Cl B,NASDAQ,Business Services,624245000
OSTK,Overstock.com Inc,NASDAQ,Retail-Wholesale,1217599000
TRU,Transunion,NYSE,Business Services,12155516000
CEA,China Eastern Airlines Corp Ltd ADR,NYSE,Transportation,6044036000
LBRDA,Liberty Broadbd A,NASDAQ,Consumer Discretionary,13374584000
WILC,G Willi-Food Intl,NASDAQ,Retail-Wholesale,799000000
